timestamp,src_ip,dst_ip,src_port,dst_port,user,host,event_type,severity,bytes_in,bytes_out,message
2026-03-04 00:03:00,172.16.97.16,10.1.11.122,3389,1433,hkobayashi,WS-16,FIREWALL_DENY,7,425,0,Connection blocked 172.16.97.16:3389 -> 10.1.11.122:1433 rule 1042 denied
2026-03-04 00:03:12,172.16.215.190,10.0.0.11,8080,443,pdasgupta,WS-10,FIREWALL_ALLOW,3,13947,0,Connection allowed 172.16.215.190:8080 -> 10.0.0.11:443 proto tcp zone DMZ->CORP
2026-03-04 00:03:24,10.1.52.216,10.1.34.172,34294,445,ljohnson,SRV-12,METADATA_UPDATE,2,21174,74,Agent heartbeat received from 10.1.52.216
2026-03-04 00:03:36,10.1.225.197,10.0.0.102,53,80,svillegas,SRV-05,FIREWALL_DENY,7,0,0,Connection blocked 10.1.225.197:53 -> 10.0.0.102:80 rule 1042 denied
2026-03-04 00:03:48,172.16.228.185,10.1.145.76,445,22,ljohnson,WS-05,DNS_QUERY,2,0,63699,DNS query for record A from 172.16.228.185: www.docs-grp.local
2026-03-04 00:04:00,10.1.34.191,10.0.0.252,123,123,tkim,SRV-14,PASSWORD_CHANGE,4,55461,0,A user account password was changed: tkim on 10.0.0.252
2026-03-04 00:04:12,10.0.0.114,172.16.129.203,3389,1433,tkim,SRV-00,DNS_QUERY,2,0,57422,DNS query for record A from 10.0.0.114: proxy.edge.local
2026-03-04 00:04:24,172.16.2.210,192.168.248.203,80,135,msilva,WS-10,DNS_QUERY,2,30161,942,DNS query for record A from 172.16.2.210: www.docs-grp.local
2026-03-04 00:04:36,10.1.120.71,192.168.234.74,445,80,pdasgupta,SRV-00,METADATA_UPDATE,2,0,0,Agent heartbeat received from 10.1.120.71
2026-03-04 00:04:48,172.16.132.75,10.0.0.40,3389,8080,msilva,WS-15,CONFIG_CHANGE,5,17342,61953,Config change on 10.0.0.40: wsus client config
2026-03-04 00:05:00,172.16.250.165,172.16.25.114,80,80,agarcia,WS-05,FILE_ACCESS,3,46438,61213,agarcia accessed file /data/share/quarterly.xlsx from 172.16.250.165
2026-03-04 00:05:12,10.0.0.29,192.168.128.97,80,53,hkobayashi,SRV-00,METADATA_UPDATE,2,44473,14322,Agent heartbeat received from 10.0.0.29
2026-03-04 00:05:24,172.16.35.40,172.16.73.40,8080,389,dpetrov,WS-00,DNS_QUERY,2,24050,32742,DNS query for record A from 172.16.35.40: www.docs-grp.local
2026-03-04 00:05:36,172.16.131.147,10.0.0.191,53,8080,agarcia,WS-07,CONFIG_CHANGE,5,0,12224,Config change on 10.0.0.191: wsus client config
2026-03-04 00:05:48,10.1.130.79,10.1.248.208,123,445,kwilson,SRV-10,FILE_ACCESS,3,0,0,kwilson accessed file /data/share/backup.sql from 10.1.130.79
2026-03-04 00:06:00,10.1.187.26,172.16.158.161,3389,389,rlopez,SRV-07,LOGIN_SUCCESS,2,63788,38890,User rlopez logged on from 10.1.187.26 to 172.16.158.161:389 primary group Users
2026-03-04 00:06:12,172.16.63.125,172.16.130.187,8080,53,dpetrov,WS-05,LOGIN_SUCCESS,2,7492,62493,User dpetrov logged on from 172.16.63.125 to 172.16.130.187:53 primary group Users
2026-03-04 00:06:24,192.168.204.19,10.1.32.183,53,123,tkim,WS-19,CONFIG_CHANGE,5,24356,8907,Config change on 10.1.32.183: wsus client config
2026-03-04 00:06:36,172.16.8.120,172.16.48.206,62732,445,rlopez,WS-00,LOGIN_FAILURE,6,5209,54948,"An account failed to log on. Subject: rlopez, Logon Type: 3, Workstation: 172.16.8.120"
2026-03-04 00:06:48,192.168.242.165,10.0.0.109,8080,135,hkobayashi,WS-05,PRIVILEGE_USE,4,0,41180,hkobayashi used privileged command net user /add on 10.0.0.109
2026-03-04 00:07:00,192.168.238.160,192.168.40.132,3389,389,ljohnson,WS-00,FILE_ACCESS,3,9508,13104,ljohnson accessed file /data/share/quarterly.xlsx from 192.168.238.160
2026-03-04 00:07:12,192.168.89.214,192.168.140.150,3389,443,tkim,WS-14,DNS_QUERY,2,0,0,DNS query for record A from 192.168.89.214: mail.ext-corp.net
2026-03-04 00:07:24,10.1.105.175,192.168.219.82,123,123,mchen,SRV-05,FIREWALL_ALLOW,3,1025,39240,Connection allowed 10.1.105.175:123 -> 192.168.219.82:123 proto tcp zone DMZ->CORP
2026-03-04 00:07:36,172.16.142.176,10.1.52.178,443,3389,hkobayashi,WS-16,LOGIN_FAILURE,6,14029,20374,"An account failed to log on. Subject: hkobayashi, Logon Type: 3, Workstation: 172.16.142.176"
2026-03-04 00:07:48,192.168.8.242,10.0.0.229,445,135,ljohnson,WS-02,FIREWALL_ALLOW,3,34600,32914,Connection allowed 192.168.8.242:445 -> 10.0.0.229:135 proto tcp zone DMZ->CORP
2026-03-04 00:08:00,10.1.166.56,10.0.0.85,389,3389,jdavis,SRV-06,LOGIN_FAILURE,6,43719,34335,"An account failed to log on. Subject: jdavis, Logon Type: 3, Workstation: 10.1.166.56"
2026-03-04 00:08:12,10.1.176.252,10.1.21.4,389,123,kwilson,SRV-16,PROCESS_EXEC,3,9862,0,New process: Image notepad.exe run by kwilson on 10.1.176.252
2026-03-04 00:08:24,10.0.0.57,10.1.47.150,138,22,kwilson,SRV-00,CONFIG_CHANGE,5,56333,40404,Config change on 10.1.47.150: GPO refresh
2026-03-04 00:08:36,172.16.48.78,10.1.115.64,445,8080,jdavis,WS-18,FIREWALL_DENY,7,53264,0,Connection blocked 172.16.48.78:445 -> 10.1.115.64:8080 rule 1042 denied
2026-03-04 00:08:48,192.168.137.12,192.168.213.183,445,443,pdasgupta,WS-12,PASSWORD_CHANGE,4,0,54040,A user account password was changed: pdasgupta on 192.168.213.183
2026-03-04 00:09:00,192.168.88.45,192.168.50.158,138,1433,jdavis,WS-05,PASSWORD_CHANGE,4,32527,14168,A user account password was changed: jdavis on 192.168.50.158
2026-03-04 00:09:12,10.1.239.204,10.1.178.157,123,445,rlopez,SRV-19,LOGIN_SUCCESS,2,60332,29831,User rlopez logged on from 10.1.239.204 to 10.1.178.157:445 primary group Users
2026-03-04 00:09:24,172.16.242.115,10.1.192.127,445,1433,dpetrov,WS-15,LOGIN_SUCCESS,2,9099,0,User dpetrov logged on from 172.16.242.115 to 10.1.192.127:1433 primary group Users
2026-03-04 00:09:36,10.0.0.12,172.16.33.193,8080,1433,ljohnson,SRV-00,FIREWALL_DENY,7,43404,0,Connection blocked 10.0.0.12:8080 -> 172.16.33.193:1433 rule 1042 denied
2026-03-04 00:09:48,10.0.0.226,192.168.8.169,12726,3389,msilva,SRV-00,FIREWALL_ALLOW,3,56959,41114,Connection allowed 10.0.0.226:12726 -> 192.168.8.169:3389 proto tcp zone DMZ->CORP
2026-03-04 00:10:00,10.1.194.98,172.16.249.164,8080,80,rlopez,SRV-14,PRIVILEGE_USE,4,24914,57154,rlopez used privileged command net user /add on 172.16.249.164
2026-03-04 00:10:12,10.1.190.112,172.16.26.18,445,135,tkim,SRV-10,CONFIG_CHANGE,5,43279,16334,Config change on 172.16.26.18: GPO refresh
2026-03-04 00:10:24,10.0.0.199,192.168.110.181,389,135,tkim,SRV-00,FIREWALL_ALLOW,3,38752,25144,Connection allowed 10.0.0.199:389 -> 192.168.110.181:135 proto tcp zone DMZ->CORP
2026-03-04 00:10:36,192.168.201.127,10.1.88.21,389,8080,rlopez,WS-07,METADATA_UPDATE,2,22810,39446,Agent heartbeat received from 192.168.201.127
2026-03-04 00:10:48,172.16.199.97,10.1.169.226,53,3389,rlopez,WS-17,CONFIG_CHANGE,5,56346,42237,Config change on 10.1.169.226: time sync policy
2026-03-04 00:11:00,192.168.113.129,192.168.231.170,445,123,agarcia,WS-09,PROCESS_EXEC,3,22241,37196,New process: Image outlook.exe run by agarcia on 192.168.113.129
2026-03-04 00:11:12,192.168.95.9,10.1.145.52,138,80,hkobayashi,WS-09,METADATA_UPDATE,2,30784,29444,Agent heartbeat received from 192.168.95.9
2026-03-04 00:11:24,10.0.0.15,10.1.41.153,53,445,dpetrov,SRV-00,PASSWORD_CHANGE,4,0,9545,A user account password was changed: dpetrov on 10.1.41.153
2026-03-04 00:11:36,10.1.112.161,172.16.24.11,59097,445,agarcia,SRV-12,FILE_ACCESS,3,50328,31979,agarcia accessed file /data/share/backup.sql from 10.1.112.161
2026-03-04 00:11:48,192.168.78.132,192.168.188.203,80,1433,hkobayashi,WS-12,LOGIN_SUCCESS,2,60889,32662,User hkobayashi logged on from 192.168.78.132 to 192.168.188.203:1433 primary group Users
2026-03-04 00:12:00,10.0.0.5,172.16.141.220,123,8080,msilva,SRV-00,PROCESS_EXEC,3,41588,0,New process: Image cmd.exe run by msilva on 10.0.0.5
2026-03-04 00:12:12,10.0.0.119,172.16.234.158,8080,389,svillegas,SRV-00,CONFIG_CHANGE,5,0,62216,Config change on 172.16.234.158: time sync policy
2026-03-04 00:12:24,10.1.114.105,172.16.105.232,3389,123,ljohnson,SRV-14,DNS_QUERY,2,31358,10155,DNS query for record A from 10.1.114.105: git.internal.corp
2026-03-04 00:12:36,10.0.0.100,192.168.49.214,138,123,dpetrov,SRV-00,FIREWALL_ALLOW,3,19769,20028,Connection allowed 10.0.0.100:138 -> 192.168.49.214:123 proto tcp zone DMZ->CORP
2026-03-04 00:12:48,10.0.0.169,192.168.135.89,389,1433,pdasgupta,SRV-00,DNS_QUERY,2,61069,27110,DNS query for record A from 10.0.0.169: proxy.edge.local
2026-03-04 00:13:00,10.1.21.160,192.168.167.135,53,22,rlopez,SRV-01,PRIVILEGE_USE,4,772,0,rlopez used privileged command sc query security on 192.168.167.135
2026-03-04 00:13:12,10.0.0.244,10.0.0.123,8080,22,rlopez,SRV-00,FILE_ACCESS,3,0,35774,rlopez accessed file /data/share/reports/2026-03.csv from 10.0.0.244
2026-03-04 00:13:24,192.168.91.159,172.16.91.113,138,8080,agarcia,WS-19,LOGIN_SUCCESS,2,52994,61261,User agarcia logged on from 192.168.91.159 to 172.16.91.113:8080 primary group Users
2026-03-04 00:13:36,10.1.228.144,10.0.0.120,53,1433,kwilson,SRV-08,PRIVILEGE_USE,4,3552,56179,kwilson used privileged command net user /add on 10.0.0.120
2026-03-04 00:13:48,172.16.133.158,172.16.63.129,3389,1433,agarcia,WS-18,PASSWORD_CHANGE,4,59598,49692,A user account password was changed: agarcia on 172.16.63.129
2026-03-04 00:14:00,10.0.0.120,172.16.157.223,80,389,ljohnson,SRV-00,FILE_ACCESS,3,6826,0,ljohnson accessed file /data/share/config.json from 10.0.0.120
2026-03-04 00:14:12,172.16.139.116,10.1.182.119,53,53,dpetrov,WS-16,METADATA_UPDATE,2,0,2671,Agent heartbeat received from 172.16.139.116
2026-03-04 00:14:24,192.168.50.228,10.1.218.193,443,389,svillegas,WS-08,PASSWORD_CHANGE,4,28569,33586,A user account password was changed: svillegas on 10.1.218.193
2026-03-04 00:14:36,192.168.115.191,10.1.249.12,40731,80,mchen,WS-11,PASSWORD_CHANGE,4,21465,0,A user account password was changed: mchen on 10.1.249.12
2026-03-04 00:14:48,192.168.192.130,172.16.44.137,3389,22,msilva,WS-10,PRIVILEGE_USE,4,49192,25995,msilva used privileged command net user /add on 172.16.44.137
2026-03-04 00:15:00,172.16.200.196,10.1.195.115,80,3389,svillegas,WS-16,METADATA_UPDATE,2,0,15866,Agent heartbeat received from 172.16.200.196
2026-03-04 00:15:12,10.1.35.177,10.1.184.47,8080,1433,svillegas,SRV-15,LOGIN_SUCCESS,2,9038,44725,User svillegas logged on from 10.1.35.177 to 10.1.184.47:1433 primary group Users
2026-03-04 00:15:24,10.0.0.60,192.168.153.91,123,80,jdavis,SRV-00,FILE_ACCESS,3,47472,60258,jdavis accessed file /data/share/backup.sql from 10.0.0.60
2026-03-04 00:15:36,192.168.122.209,10.0.0.153,8080,8080,rlopez,WS-09,PASSWORD_CHANGE,4,63372,35179,A user account password was changed: rlopez on 10.0.0.153
2026-03-04 00:15:48,172.16.86.190,192.168.131.16,80,3389,mchen,WS-10,DNS_QUERY,2,0,60910,DNS query for record A from 172.16.86.190: proxy.edge.local
2026-03-04 00:16:00,172.16.119.115,172.16.187.194,138,443,mchen,WS-15,LOGIN_SUCCESS,2,46507,44608,User mchen logged on from 172.16.119.115 to 172.16.187.194:443 primary group Users
2026-03-04 00:16:12,10.0.0.16,172.16.50.2,3389,123,ljohnson,SRV-00,PRIVILEGE_USE,4,25042,53271,ljohnson used privileged command sc query security on 172.16.50.2
2026-03-04 00:16:24,10.0.0.221,10.0.0.224,123,8080,tkim,SRV-00,DNS_QUERY,2,58743,12196,DNS query for record A from 10.0.0.221: git.internal.corp
2026-03-04 00:16:36,172.16.157.118,172.16.58.205,445,3389,dpetrov,WS-18,FILE_ACCESS,3,48368,45056,dpetrov accessed file /data/share/reports/2026-03.csv from 172.16.157.118
2026-03-04 00:16:48,10.1.50.98,10.1.139.136,138,389,pdasgupta,SRV-10,CONFIG_CHANGE,5,32951,25242,Config change on 10.1.139.136: GPO refresh
2026-03-04 00:17:00,172.16.242.125,10.0.0.20,443,445,msilva,WS-05,CONFIG_CHANGE,5,63464,37093,Config change on 10.0.0.20: audit policy updated
2026-03-04 00:17:12,10.0.0.48,10.0.0.145,138,443,dpetrov,SRV-00,FIREWALL_ALLOW,3,16591,7146,Connection allowed 10.0.0.48:138 -> 10.0.0.145:443 proto tcp zone DMZ->CORP
2026-03-04 00:17:24,192.168.104.88,10.1.166.84,443,8080,tkim,WS-08,FIREWALL_ALLOW,3,0,1607,Connection allowed 192.168.104.88:443 -> 10.1.166.84:8080 proto tcp zone DMZ->CORP
2026-03-04 00:17:36,192.168.222.72,10.0.0.150,123,389,svillegas,WS-12,FIREWALL_ALLOW,3,6734,62616,Connection allowed 192.168.222.72:123 -> 10.0.0.150:389 proto tcp zone DMZ->CORP
2026-03-04 00:17:48,192.168.25.134,192.168.101.105,123,80,msilva,WS-14,LOGIN_FAILURE,6,7026,39824,"An account failed to log on. Subject: msilva, Logon Type: 3, Workstation: 192.168.25.134"
2026-03-04 00:18:00,192.168.52.52,192.168.218.156,8080,1433,msilva,WS-12,DNS_QUERY,2,29581,49856,DNS query for record A from 192.168.52.52: proxy.edge.local
2026-03-04 00:18:12,10.1.57.147,192.168.28.60,57395,1433,agarcia,SRV-17,FIREWALL_ALLOW,3,7894,13006,Connection allowed 10.1.57.147:57395 -> 192.168.28.60:1433 proto tcp zone DMZ->CORP
2026-03-04 00:18:24,10.0.0.152,10.1.170.174,3389,8080,dpetrov,SRV-00,METADATA_UPDATE,2,31439,9838,Agent heartbeat received from 10.0.0.152
2026-03-04 00:18:36,10.1.224.189,172.16.121.199,123,22,kwilson,SRV-04,LOGIN_SUCCESS,2,4278,37056,User kwilson logged on from 10.1.224.189 to 172.16.121.199:22 primary group Users
2026-03-04 00:18:48,192.168.229.84,10.0.0.215,445,3389,pdasgupta,WS-04,PROCESS_EXEC,3,25928,29466,New process: Image notepad.exe run by pdasgupta on 192.168.229.84
2026-03-04 00:19:00,10.1.127.119,10.1.146.188,443,80,kwilson,SRV-07,FIREWALL_ALLOW,3,40319,37828,Connection allowed 10.1.127.119:443 -> 10.1.146.188:80 proto tcp zone DMZ->CORP
2026-03-04 00:19:12,192.168.166.88,10.0.0.2,3389,1433,agarcia,WS-08,LOGIN_FAILURE,6,0,64722,"An account failed to log on. Subject: agarcia, Logon Type: 3, Workstation: 192.168.166.88"
2026-03-04 00:19:24,10.0.0.217,10.1.28.188,53,1433,agarcia,SRV-00,LOGIN_FAILURE,6,32816,30005,"An account failed to log on. Subject: agarcia, Logon Type: 3, Workstation: 10.0.0.217"
2026-03-04 00:19:36,172.16.18.59,172.16.52.90,53,8080,hkobayashi,WS-19,PRIVILEGE_USE,4,5273,22962,hkobayashi used privileged command sc query security on 172.16.52.90
2026-03-04 00:19:48,10.1.225.110,10.0.0.209,3389,443,tkim,SRV-05,METADATA_UPDATE,2,0,64451,Agent heartbeat received from 10.1.225.110
2026-03-04 00:20:00,172.16.103.48,10.1.61.221,389,135,msilva,WS-08,PROCESS_EXEC,3,13710,0,New process: Image svchost.exe run by msilva on 172.16.103.48
2026-03-04 00:20:12,10.0.0.24,172.16.210.149,389,123,rlopez,SRV-00,PROCESS_EXEC,3,11542,42372,New process: Image chrome.exe run by rlopez on 10.0.0.24
2026-03-04 00:20:24,10.1.143.80,10.0.0.180,53,8080,rlopez,SRV-03,CONFIG_CHANGE,5,0,7104,Config change on 10.0.0.180: wsus client config
2026-03-04 00:20:36,10.1.8.200,10.0.0.189,123,8080,tkim,SRV-08,FIREWALL_DENY,7,6764,17172,Connection blocked 10.1.8.200:123 -> 10.0.0.189:8080 rule 1042 denied
2026-03-04 00:20:48,172.16.177.239,10.1.49.88,123,80,ljohnson,WS-19,PROCESS_EXEC,3,31365,40730,New process: Image outlook.exe run by ljohnson on 172.16.177.239
2026-03-04 00:21:00,10.1.136.83,172.16.240.195,80,445,jdavis,SRV-16,CONFIG_CHANGE,5,0,0,Config change on 172.16.240.195: time sync policy
2026-03-04 00:21:12,10.0.0.89,10.0.0.245,443,389,msilva,SRV-00,METADATA_UPDATE,2,0,35838,Agent heartbeat received from 10.0.0.89
2026-03-04 00:21:24,10.0.0.102,10.1.43.95,123,445,rlopez,SRV-00,PROCESS_EXEC,3,18958,17892,New process: Image chrome.exe run by rlopez on 10.0.0.102
2026-03-04 00:21:36,10.0.0.17,192.168.197.208,8080,3389,ljohnson,SRV-00,FILE_ACCESS,3,37072,64178,ljohnson accessed file /data/share/backup.sql from 10.0.0.17
2026-03-04 00:21:48,192.168.4.186,172.16.70.116,138,135,agarcia,WS-06,CONFIG_CHANGE,5,49441,42176,Config change on 172.16.70.116: wsus client config
2026-03-04 00:22:00,10.1.39.88,10.1.78.12,389,445,pdasgupta,SRV-19,DNS_QUERY,2,0,41704,DNS query for record A from 10.1.39.88: proxy.edge.local
2026-03-04 00:22:12,172.16.176.28,10.1.214.88,443,389,pdasgupta,WS-08,FILE_ACCESS,3,0,43515,pdasgupta accessed file /data/share/quarterly.xlsx from 172.16.176.28
2026-03-04 00:22:24,172.16.54.94,10.1.16.44,123,53,agarcia,WS-14,LOGIN_FAILURE,6,53736,0,"An account failed to log on. Subject: agarcia, Logon Type: 3, Workstation: 172.16.54.94"
2026-03-04 00:22:36,192.168.101.41,192.168.124.32,3389,135,kwilson,WS-01,LOGIN_FAILURE,6,52098,43065,"An account failed to log on. Subject: kwilson, Logon Type: 3, Workstation: 192.168.101.41"
2026-03-04 00:22:48,10.0.0.26,192.168.126.69,138,8080,hkobayashi,SRV-00,CONFIG_CHANGE,5,63956,0,Config change on 192.168.126.69: audit policy updated
2026-03-04 00:23:00,10.1.39.32,10.1.158.65,3389,445,svillegas,SRV-19,LOGIN_FAILURE,6,56881,0,"An account failed to log on. Subject: svillegas, Logon Type: 3, Workstation: 10.1.39.32"
2026-03-04 00:23:12,10.1.185.100,10.1.40.109,443,3389,hkobayashi,SRV-05,LOGIN_FAILURE,6,0,7355,"An account failed to log on. Subject: hkobayashi, Logon Type: 3, Workstation: 10.1.185.100"
2026-03-04 00:23:24,10.1.213.78,10.1.82.209,389,443,ljohnson,SRV-13,FIREWALL_DENY,7,54008,23600,Connection blocked 10.1.213.78:389 -> 10.1.82.209:443 rule 1042 denied
2026-03-04 00:23:36,10.1.16.35,192.168.166.246,6199,1433,kwilson,SRV-16,PASSWORD_CHANGE,4,31566,18758,A user account password was changed: kwilson on 192.168.166.246
2026-03-04 00:23:48,10.0.0.175,10.0.0.226,3389,389,dpetrov,SRV-00,PROCESS_EXEC,3,1231,0,New process: Image cmd.exe run by dpetrov on 10.0.0.175
2026-03-04 00:24:00,172.16.17.141,10.0.0.160,443,80,ljohnson,WS-01,METADATA_UPDATE,2,45293,0,Agent heartbeat received from 172.16.17.141
2026-03-04 00:24:12,192.168.190.248,192.168.69.97,389,3389,ljohnson,WS-08,METADATA_UPDATE,2,39599,50422,Agent heartbeat received from 192.168.190.248
2026-03-04 00:24:24,10.0.0.70,10.0.0.237,389,22,agarcia,SRV-00,LOGIN_FAILURE,6,38780,0,"An account failed to log on. Subject: agarcia, Logon Type: 3, Workstation: 10.0.0.70"
2026-03-04 00:24:36,172.16.103.129,10.0.0.62,389,3389,ljohnson,WS-09,LOGIN_SUCCESS,2,6428,0,User ljohnson logged on from 172.16.103.129 to 10.0.0.62:3389 primary group Users
2026-03-04 00:24:48,10.1.224.182,10.0.0.232,3389,445,pdasgupta,SRV-04,PROCESS_EXEC,3,46179,24920,New process: Image outlook.exe run by pdasgupta on 10.1.224.182
2026-03-04 00:25:00,10.0.0.118,172.16.58.100,443,8080,ljohnson,SRV-00,METADATA_UPDATE,2,5167,57779,Agent heartbeat received from 10.0.0.118
2026-03-04 00:25:12,192.168.208.181,10.0.0.229,443,80,jdavis,WS-01,PRIVILEGE_USE,4,0,54460,jdavis used privileged command net user /add on 10.0.0.229
2026-03-04 00:25:24,172.16.17.133,10.1.101.5,8080,135,dpetrov,WS-13,PASSWORD_CHANGE,4,35720,33681,A user account password was changed: dpetrov on 10.1.101.5
2026-03-04 00:25:36,172.16.64.150,10.1.1.5,138,80,agarcia,WS-10,FIREWALL_ALLOW,3,9869,29571,Connection allowed 172.16.64.150:138 -> 10.1.1.5:80 proto tcp zone DMZ->CORP
2026-03-04 00:25:48,10.0.0.3,10.1.230.94,389,123,hkobayashi,SRV-00,METADATA_UPDATE,2,51717,16199,Agent heartbeat received from 10.0.0.3
2026-03-04 00:26:00,172.16.42.59,192.168.111.113,3389,22,agarcia,WS-19,FIREWALL_DENY,7,48689,30647,Connection blocked 172.16.42.59:3389 -> 192.168.111.113:22 rule 1042 denied
2026-03-04 00:26:12,172.16.107.245,10.0.0.123,8080,135,agarcia,WS-05,LOGIN_SUCCESS,2,0,8285,User agarcia logged on from 172.16.107.245 to 10.0.0.123:135 primary group Users
2026-03-04 00:26:24,10.1.55.129,10.1.233.181,3389,8080,hkobayashi,SRV-15,PROCESS_EXEC,3,18320,4877,New process: Image svchost.exe run by hkobayashi on 10.1.55.129
2026-03-04 00:26:36,172.16.161.104,10.1.151.245,445,123,agarcia,WS-04,LOGIN_FAILURE,6,59459,54935,"An account failed to log on. Subject: agarcia, Logon Type: 3, Workstation: 172.16.161.104"
2026-03-04 00:26:48,10.1.172.8,192.168.138.205,389,8080,svillegas,SRV-12,PASSWORD_CHANGE,4,64139,36666,A user account password was changed: svillegas on 192.168.138.205
2026-03-04 00:27:00,10.1.101.144,10.0.0.7,123,389,jdavis,SRV-01,FIREWALL_DENY,7,0,0,Connection blocked 10.1.101.144:123 -> 10.0.0.7:389 rule 1042 denied
2026-03-04 00:27:12,10.0.0.198,172.16.156.27,8080,8080,msilva,SRV-00,METADATA_UPDATE,2,52184,16011,Agent heartbeat received from 10.0.0.198
2026-03-04 00:27:24,172.16.23.4,10.0.0.142,445,8080,agarcia,WS-04,LOGIN_FAILURE,6,2799,43713,"An account failed to log on. Subject: agarcia, Logon Type: 3, Workstation: 172.16.23.4"
2026-03-04 00:27:36,192.168.242.127,10.1.212.26,52599,445,dpetrov,WS-07,PASSWORD_CHANGE,4,27152,30539,A user account password was changed: dpetrov on 10.1.212.26
2026-03-04 00:27:48,10.0.0.128,172.16.57.226,52708,53,mchen,SRV-00,PASSWORD_CHANGE,4,18964,0,A user account password was changed: mchen on 172.16.57.226
2026-03-04 00:28:00,10.0.0.101,10.1.153.167,443,80,tkim,SRV-00,FIREWALL_ALLOW,3,3379,46955,Connection allowed 10.0.0.101:443 -> 10.1.153.167:80 proto tcp zone DMZ->CORP
2026-03-04 00:28:12,192.168.24.245,10.1.204.38,53,443,dpetrov,WS-05,PRIVILEGE_USE,4,16614,14896,dpetrov used privileged command whoami /priv on 10.1.204.38
2026-03-04 00:28:24,192.168.210.246,192.168.91.241,138,123,msilva,WS-06,PROCESS_EXEC,3,59245,5683,New process: Image notepad.exe run by msilva on 192.168.210.246
2026-03-04 00:28:36,10.0.0.55,10.1.168.134,123,8080,hkobayashi,SRV-00,CONFIG_CHANGE,5,0,62781,Config change on 10.1.168.134: time sync policy
2026-03-04 00:28:48,10.0.0.241,10.0.0.233,123,389,rlopez,SRV-00,METADATA_UPDATE,2,10589,19442,Agent heartbeat received from 10.0.0.241
2026-03-04 00:29:00,192.168.91.18,172.16.138.33,19047,8080,msilva,WS-18,PASSWORD_CHANGE,4,42622,38652,A user account password was changed: msilva on 172.16.138.33
2026-03-04 00:29:12,10.1.40.65,10.0.0.220,389,80,agarcia,SRV-00,CONFIG_CHANGE,5,14996,0,Config change on 10.0.0.220: wsus client config
2026-03-04 00:29:24,172.16.95.66,172.16.32.121,445,1433,rlopez,WS-06,PROCESS_EXEC,3,59441,12463,New process: Image svchost.exe run by rlopez on 172.16.95.66
2026-03-04 00:29:36,10.0.0.104,172.16.217.222,3389,135,rlopez,SRV-00,FIREWALL_DENY,7,0,62163,Connection blocked 10.0.0.104:3389 -> 172.16.217.222:135 rule 1042 denied
